id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,zipcode,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
32102720,"SUNNY 2-BR, SLEEPS 6, CONV CTR, METRO, PETS OK!",19214127,7/31/14,"Washington, District of Columbia, United States",within an hour,100%,f,Shaw,6,6,t,f,20001,38.90779,-77.01637,t,Apartment,Entire home/apt,6,1,2,3,Real Bed,$135.00 ,,,$300.00 ,$80.00 ,2,$10.00 ,2,1125,2,2,1125,1125,2,1125,yesterday,274,49,49,2/24/19,1/1/20,94,10,9,10,10,10,10,f,t,f,strict_14_with_grace_period,f,f,4,4.45
32104084,Chic Basement Studio in Historic Mount Pleasant,237463,9/17/10,"Washington, District of Columbia, United States",within a few hours,100%,f,Mount Pleasant,1,1,t,t,20010,38.93483,-77.04517,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$83.00 ,,,$0.00 ,$150.00 ,2,$50.00 ,3,150,3,3,150,150,3,150,2 weeks ago,183,6,6,2/3/19,10/18/19,100,10,10,10,10,10,10,f,f,f,strict_14_with_grace_period,f,f,1,0.51
32105757,Two Bedroom Suite,62543911,3/11/16,"Washington, District of Columbia, United States",within an hour,100%,f,Petworth,4,4,t,f,20011,38.94511,-77.01361,t,Townhouse,Private room,4,1,2,2,Real Bed,$67.00 ,,,$0.00 ,$120.00 ,1,$10.00 ,1,89,1,1,89,89,1,89,11 months ago,0,0,0,,,,,,,,,,f,t,f,strict_14_with_grace_period,f,f,4,
32107484,"Cute, Clean, Studio Apartment",68588548,4/23/16,"Washington, District of Columbia, United States",N/A,N/A,f,Georgetown,2,2,t,t,20010,38.93686,-77.03397,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$74.00 ,,,,,1,$0.00 ,3,10,3,3,10,10,3,10,11 months ago,0,1,1,2/13/19,2/13/19,,,,,,,,f,f,f,flexible,f,f,2,0.09
32124151,Cozy 1st Room By Convention Center & Downtown DC,159839010,11/23/17,"Fairfax, Virginia, United States",within an hour,100%,f,Mount Vernon Square,9,9,t,f,20001,38.90723,-77.01943,t,House,Private room,2,1,1,1,Real Bed,$100.00 ,,,$500.00 ,$40.00 ,2,$0.00 ,7,1125,7,7,1125,1125,7,1125,2 days ago,42,7,7,2/23/19,11/2/19,97,9,9,9,10,10,9,f,t,f,moderate,f,f,8,0.63
32136093,"Entire row house, private garage, near metro",52874124,12/31/15,"Washington, District of Columbia, United States",N/A,N/A,f,Park View,1,1,t,f,20010,38.92965,-77.02278,t,Townhouse,Entire home/apt,6,1.5,3,3,Real Bed,$200.00 ,,,$500.00 ,,1,$0.00 ,7,1125,15,15,1125,1125,15,1125,4 months ago,0,2,2,11/11/19,12/26/19,100,10,9,10,10,10,9,f,t,f,strict_14_with_grace_period,f,f,1,0.86
32136506,Ivy City Abode,49506023,11/20/15,"Washington, District of Columbia, United States",within an hour,100%,f,Trinidad,2,2,t,f,20002,38.90965,-76.98472,t,Apartment,Entire home/apt,8,1,2,3,Real Bed,$160.00 ,,,$0.00 ,$30.00 ,8,$10.00 ,1,5,1,1,5,5,1,5,6 months ago,0,22,22,2/16/19,8/3/19,88,9,9,10,9,9,9,f,f,f,flexible,f,f,2,1.95
32151631,The International Room,62543911,3/11/16,"Washington, District of Columbia, United States",within an hour,100%,f,Petworth,4,4,t,f,20011,38.94328,-77.01509,t,Townhouse,Private room,2,1,1,1,Real Bed,$67.00 ,,,$100.00 ,$30.00 ,1,$10.00 ,2,89,2,2,89,89,2,89,10 months ago,0,0,0,,,,,,,,,,f,t,f,moderate,f,f,4,
32153146,Single Bed in Sharing Apt - LONG STAY,35549750,6/11/15,"Washington, District of Columbia, United States",within an hour,100%,f,U Street Corridor,19,19,t,t,20002,38.90522,-77.00429,t,Apartment,Shared room,4,2,1,4,Real Bed,$34.00 ,,,$0.00 ,$0.00 ,1,$34.00 ,5,1125,5,5,1125,1125,5,1125,today,360,2,2,8/3/19,8/24/19,100,9,9,9,10,10,10,f,t,f,strict_14_with_grace_period,f,f,19,0.35
32153337,Cozy shared place perfect for the long term,35549750,6/11/15,"Washington, District of Columbia, United States",within an hour,100%,f,U Street Corridor,19,19,t,t,20002,38.90556,-77.00548,t,Apartment,Shared room,4,2,1,4,Real Bed,$34.00 ,,,$0.00 ,$0.00 ,1,$35.00 ,7,1125,7,7,1125,1125,7,1125,today,354,3,3,7/30/19,12/24/19,100,10,8,10,10,9,9,f,t,f,strict_14_with_grace_period,f,f,19,0.52
32157484,Beautiful 1BR Condominium in Washington,48005494,11/2/15,"San Francisco, California, United States",within a few hours,100%,t,Potrero Hill,2090,2090,t,t,,38.92399,-77.04281,f,Serviced apartment,Entire home/apt,2,1,1,1,Real Bed,$109.00 ,,,$500.00 ,$300.00 ,1,$0.00 ,30,1125,30,30,1125,1125,30,1125,2 months ago,324,0,0,,,,,,,,,,f,f,f,strict,f,f,188,
32157644,Beautiful Shared Apt in the Heart of DC,35549750,6/11/15,"Washington, District of Columbia, United States",within an hour,100%,f,U Street Corridor,19,19,t,t,20002,38.90656,-77.00605,t,Apartment,Shared room,4,2,1,4,Real Bed,$34.00 ,,,$0.00 ,$0.00 ,1,$35.00 ,7,1125,7,7,1125,1125,7,1125,today,327,5,5,5/26/19,1/12/20,100,10,10,10,10,10,10,f,t,f,strict_14_with_grace_period,f,f,19,0.63
32158590,☾ Bunk Bed - heart of The DC - long stay,35549750,6/11/15,"Washington, District of Columbia, United States",within an hour,100%,f,U Street Corridor,19,19,t,t,20002,38.90602,-77.00483,t,Apartment,Shared room,4,2,1,4,Real Bed,$34.00 ,,,$0.00 ,$0.00 ,1,$34.00 ,7,1125,7,7,1125,1125,7,1125,today,360,0,0,,,,,,,,,,f,t,f,strict_14_with_grace_period,f,f,19,
32159180,"U Street, Adams Morgan, Dupont Townhouse",241250039,2/5/19,"Bethesda, Maryland, United States",within a few hours,100%,t,U Street Corridor,7,7,t,f,20009,38.91808,-77.03967,t,Townhouse,Private room,2,1.5,1,1,Real Bed,$83.00 ,,,$0.00 ,$70.00 ,1,$10.00 ,2,1125,2,2,1125,1125,2,1125,3 months ago,363,1,1,5/2/19,5/2/19,100,10,10,10,10,10,10,f,f,f,moderate,f,f,4,0.11
32159425,Affordable & Convenient Bunk-Bed,35549750,6/11/15,"Washington, District of Columbia, United States",within an hour,100%,f,U Street Corridor,19,19,t,t,20002,38.90731,-77.00572,t,Apartment,Shared room,4,2,1,4,Real Bed,$34.00 ,,,$0.00 ,$0.00 ,1,$34.00 ,7,1000,7,7,1000,1000,7,1000,today,360,0,0,,,,,,,,,,f,t,f,strict_14_with_grace_period,f,f,19,
32162824,Very comfortable bed in a beautiful clean Apt,35549750,6/11/15,"Washington, District of Columbia, United States",within an hour,100%,f,U Street Corridor,19,19,t,t,20002,38.90501,-77.00558,t,Apartment,Shared room,4,2,1,4,Real Bed,$34.00 ,,,$0.00 ,$0.00 ,1,$34.00 ,7,1000,7,7,1000,1000,7,1000,today,360,2,2,8/16/19,9/15/19,90,10,10,10,10,8,10,f,t,f,strict_14_with_grace_period,f,f,19,0.38
32162897,One metro stop to Capitol Hill,35549750,6/11/15,"Washington, District of Columbia, United States",within an hour,100%,f,U Street Corridor,19,19,t,t,20002,38.90581,-77.00491,t,Apartment,Shared room,4,2,1,4,Real Bed,$34.00 ,,,$0.00 ,$0.00 ,1,$34.00 ,5,1000,5,5,1000,1000,5,1000,today,268,2,2,9/17/19,12/14/19,90,10,10,9,10,10,10,f,t,f,strict_14_with_grace_period,f,f,19,0.48
32163060,"Charming Neighborhood, Charming Apt to Share",35549750,6/11/15,"Washington, District of Columbia, United States",within an hour,100%,f,U Street Corridor,19,19,t,t,20002,38.90651,-77.00452,t,Apartment,Shared room,4,2,1,4,Real Bed,$34.00 ,,,$0.00 ,$0.00 ,1,$34.00 ,7,1000,7,7,1000,1000,7,1000,today,360,1,1,9/7/19,9/7/19,100,10,10,10,10,10,10,f,t,f,strict_14_with_grace_period,f,f,19,0.22
32167524,A Spacious House in Shaw w/Parking. New decor.,20285809,8/19/14,"Washington, District of Columbia, United States",within an hour,100%,f,Truxton Circle,2,2,t,t,20001,38.91022,-77.01439,t,Townhouse,Entire home/apt,6,1,2,4,Real Bed,$175.00 ,,,$200.00 ,$85.00 ,3,$20.00 ,1,30,1,1,30,30,1,30,2 weeks ago,157,70,70,2/17/19,12/29/19,90,10,9,10,9,9,9,f,t,f,strict_14_with_grace_period,f,f,2,6.23
32168514,Modern Newly Remodeled Capitol Hill Apartment,94893619,9/13/16,"Washington, District of Columbia, United States",within an hour,100%,t,Capitol Hill,1,1,t,f,20003,38.88406,-77.00329,t,House,Entire home/apt,4,1,1,2,Real Bed,$125.00 ,,,$250.00 ,$50.00 ,1,$0.00 ,2,1125,1,2,1125,1125,1.3,1125,5 days ago,139,69,69,2/17/19,1/2/20,98,10,9,10,10,10,10,f,t,f,moderate,f,f,1,6.14
32168547,"Fab U St, NW Townhome-Adams Morgan, Dupont",241250039,2/5/19,"Bethesda, Maryland, United States",within a few hours,100%,t,U Street Corridor,7,7,t,f,20009,38.91617,-77.03918,t,Townhouse,Private room,2,1.5,1,1,Real Bed,$83.00 ,,,,,1,$0.00 ,2,1125,2,2,1125,1125,2,1125,3 months ago,360,0,0,,,,,,,,,,f,f,f,flexible,f,f,4,
32169129,"Central Apt  Dupont, U St, Adams Morgan",241250039,2/5/19,"Bethesda, Maryland, United States",within a few hours,100%,t,U Street Corridor,7,7,t,f,20009,38.91829,-77.0394,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$120.00 ,,,,,1,$0.00 ,3,1125,3,3,1125,1125,3,1125,4 weeks ago,365,2,2,10/14/19,10/27/19,100,10,10,10,10,10,9,f,t,f,flexible,f,f,4,0.61
32169785,"English Basement, Heart of City, Close to Subway",7173170,6/28/13,"Washington, District of Columbia, United States",within an hour,100%,t,,1,1,t,t,20001,38.91885,-77.02698,f,Apartment,Entire home/apt,5,1,1,1,Real Bed,$119.00 ,,,$0.00 ,$40.00 ,2,$25.00 ,1,1125,1,2,1125,1125,1.3,1125,8 months ago,269,68,68,3/3/19,1/13/20,98,10,10,10,10,10,10,f,t,f,strict_14_with_grace_period,f,f,1,6.32
32176145,"Studio-style, open basement in Northeast DC!",8349115,8/23/13,"Washington, District of Columbia, United States",N/A,N/A,t,,2,2,t,f,20011,38.96188,-77.00248,f,Townhouse,Private room,2,1,1,0,Real Bed,$65.00 ,,,,$20.00 ,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,8 months ago,0,1,1,3/10/19,3/10/19,100,10,10,10,10,10,10,f,f,f,flexible,f,f,2,0.09
32182085,One Bedroom Apartment in Georgetown 301,216259133,9/19/18,US,within a day,87%,f,West End,4,4,t,f,20037,38.90276,-77.05477,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$99.00 ,,,$100.00 ,$15.00 ,3,$15.00 ,1,31,1,1,31,31,1,31,6 days ago,301,10,10,3/10/19,12/13/19,92,10,9,9,9,10,9,f,f,f,moderate,f,f,4,0.95
32182670,Two Bedrooms Apartement,216259133,9/19/18,US,within a day,87%,f,West End,4,4,t,f,20037,38.90252,-77.05508,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,$269.00 ,,,$100.00 ,$35.00 ,5,$15.00 ,1,31,1,1,31,31,1,31,6 days ago,317,0,0,,,,,,,,,,f,f,f,moderate,f,f,4,
32187269,"Fabulous TH- U Street, Adams Morgan, Dupont",241250039,2/5/19,"Bethesda, Maryland, United States",within a few hours,100%,t,U Street Corridor,7,7,t,f,20009,38.91771,-77.04034,t,Townhouse,Private room,2,1.5,1,1,Real Bed,$83.00 ,,,$0.00 ,$70.00 ,1,$15.00 ,2,1125,2,2,1125,1125,2,1125,4 months ago,365,7,7,2/18/19,5/16/19,97,9,9,10,10,10,10,f,t,f,flexible,f,f,4,0.63
32190335,Modern/cozy 1 bedroom Close to downtown,1026901,8/27/11,"Washington, District of Columbia, United States",within an hour,100%,t,16th Street Heights,3,3,t,t,20020,38.8649,-76.9815,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,$80.00 ,,,,$45.00 ,2,$0.00 ,4,1125,4,4,1125,1125,4,1125,5 weeks ago,175,4,4,4/10/19,12/7/19,100,10,10,10,10,8,10,f,t,f,moderate,f,f,3,0.42
32196861,Cozy 2nd Room By Convention Cntr & Downtown DC,159839010,11/23/17,"Fairfax, Virginia, United States",within an hour,100%,f,Mount Vernon Square,9,9,t,f,20001,38.90718,-77.01835,t,House,Private room,2,1,1,1,Real Bed,$100.00 ,,,$0.00 ,$40.00 ,2,$0.00 ,7,1125,7,7,1125,1125,7,1125,2 days ago,42,2,2,3/29/19,11/6/19,100,10,10,10,10,10,10,f,t,f,moderate,f,f,8,0.2
32202044,Convenient Logan Circle 1BR close to 14th St. by Blueground,107434423,12/16/16,"New York, New York, United States",within an hour,99%,f,Cambridge,1193,1193,t,f,20005,38.90958,-77.02808,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,$205.00 ,,,,$150.00 ,1,$0.00 ,30,1125,30,730,1125,1125,707.4,1125,today,334,0,0,,,,,,,,,,f,t,f,flexible,f,f,138,
32202128,"Central Dupont Circle 1BR near metro & GW, by Blueground",107434423,12/16/16,"New York, New York, United States",within an hour,99%,f,Cambridge,1193,1193,t,f,20036,38.91004,-77.03734,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,$175.00 ,,,,$150.00 ,1,$0.00 ,30,1125,30,730,1125,1125,707.4,1125,today,255,0,0,,,,,,,,,,f,t,f,flexible,f,f,138,
32215281,INSTAWORTHY HOME AWAY FROM HOME -- WALK TO SUBWAY,241743852,2/7/19,US,within an hour,100%,t,LeDroit Park,1,1,t,f,20001,38.91823,-77.01627,t,Townhouse,Entire home/apt,7,1.5,3,4,Real Bed,$164.00 ,,,$0.00 ,$150.00 ,1,$0.00 ,1,365,2,2,365,365,2,365,today,31,37,37,2/9/19,12/23/19,97,10,10,10,10,10,10,f,f,f,moderate,f,f,1,3.22
32223055,Georgetown Respite- Downtown Easy Access,241508765,2/6/19,"Washington, District of Columbia, United States",within an hour,100%,f,Glover Park,4,4,t,f,20007,38.91959,-77.07801,t,Apartment,Entire home/apt,1,1,1,1,Real Bed,$68.00 ,,,$250.00 ,$110.00 ,1,$5.00 ,4,30,4,4,30,30,4,30,a week ago,54,9,9,2/23/19,8/31/19,100,10,10,10,10,10,10,f,f,f,strict_14_with_grace_period,f,f,4,0.82
32252026,Newly Renovated 3 Bed 2.5 Bath NE DC Home,49457266,11/19/15,"Washington, District of Columbia, United States",within an hour,100%,f,Stronghold,4,4,t,t,20002,38.92446,-77.00832,t,House,Entire home/apt,5,2.5,3,3,Real Bed,$199.00 ,,,"$1,500.00 ",$175.00 ,1,$0.00 ,2,30,2,2,30,30,2,30,2 weeks ago,178,6,6,4/7/19,7/1/19,97,10,10,10,10,10,10,f,t,f,moderate,f,f,4,0.63
32257231,Cheap Luxurious Place with parking for DC Trip,187280905,5/1/18,"Washington, District of Columbia, United States",within an hour,100%,t,Buena Vista,3,3,t,f,20020,38.86001,-76.99339,f,Condominium,Private room,6,1.5,2,2,Real Bed,$90.00 ,,,$500.00 ,$60.00 ,4,$25.00 ,1,31,1,1,31,31,1,31,4 days ago,79,3,3,3/31/19,4/24/19,100,10,10,10,10,10,10,f,t,f,strict_14_with_grace_period,f,f,3,0.31
32269087,Extra 10% Discount/ Pvt Suite/Free Parking/Metro,242138504,2/9/19,"Washington, District of Columbia, United States",within an hour,100%,t,American University Park,1,1,t,f,20016,38.94608,-77.08541,t,Guest suite,Entire home/apt,2,1,0,1,Real Bed,$110.00 ,,,$0.00 ,$40.00 ,1,$0.00 ,1,30,1,2,30,30,1.9,30,2 days ago,10,88,88,2/23/19,1/16/20,100,10,10,10,10,10,10,f,t,f,moderate,f,f,1,7.98
32270141,Bright and spacious apartment in Columbia Heights,242152232,2/9/19,"Washington, District of Columbia, United States",N/A,N/A,f,Columbia Heights,1,1,t,f,20009,38.9258,-77.02907,t,Apartment,Entire home/apt,5,1,2,3,Real Bed,$99.00 ,,,$250.00 ,$99.00 ,1,$0.00 ,2,1125,2,2,1125,1125,2,1125,8 months ago,0,28,28,3/3/19,6/12/19,99,10,10,10,10,10,10,f,f,f,moderate,f,f,1,2.6
32284361,"New, Light-filled, Luxury 2-bedroom Apartment",247086,9/27/10,"Washington D.C., District of Columbia, United States",within an hour,91%,t,Petworth,1,1,t,t,20011,38.94394,-77.02357,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$71.00 ,,,$500.00 ,$84.00 ,2,$24.00 ,2,1125,2,2,1125,1125,2,1125,2 weeks ago,5,52,52,3/3/19,1/17/20,99,10,10,10,10,10,10,f,f,f,moderate,f,f,1,4.83
32288366,Be Unique Living on the U St Corridor,110959529,1/11/17,"Silver Spring, Maryland, United States",within an hour,100%,f,U Street Corridor,1,1,t,t,20001,38.91505,-77.02762,t,House,Entire home/apt,8,2,3,4,Real Bed,$225.00 ,,,$150.00 ,$175.00 ,1,$5.00 ,1,29,1,1,29,29,1,29,2 weeks ago,342,37,37,3/17/19,1/2/20,90,9,9,10,10,10,9,f,t,f,flexible,f,f,1,3.59
32298306,The Panama Room,62543911,3/11/16,"Washington, District of Columbia, United States",within an hour,100%,f,Petworth,4,4,t,f,20011,38.94375,-77.01541,t,Townhouse,Private room,2,1,1,1,Real Bed,$25.00 ,,,$0.00 ,$50.00 ,1,$10.00 ,3,89,3,3,89,89,3,89,4 days ago,12,1,1,3/23/19,3/23/19,100,10,10,10,10,10,10,f,t,f,moderate,f,f,4,0.1
32304877,Serene in the City ~ Sleeps 4 in Shaw/Bloomingdale,46630199,10/15/15,"Washington, District of Columbia, United States",within an hour,99%,t,16th Street Heights,69,69,t,f,20001,38.92171,-77.01013,f,Apartment,Entire home/apt,4,1,1,2,Real Bed,$125.00 ,,,$300.00 ,$70.00 ,4,$0.00 ,3,89,2,7,89,89,2.2,89,today,177,38,38,3/12/19,1/3/20,98,10,10,10,10,9,10,f,t,f,moderate,f,f,61,3.63
32308418,Elegant Townhome Central Dupont Circle,5487930,3/16/13,"Washington, District of Columbia, United States",within an hour,98%,f,U Street Corridor,22,22,t,t,20009,38.91269,-77.04509,t,Townhouse,Private room,1,2.5,1,1,Real Bed,$95.00 ,,,,$70.00 ,1,$0.00 ,1,400,1,30,400,400,7.2,400,5 weeks ago,275,2,2,3/7/19,5/18/19,100,9,8,9,10,10,8,f,f,f,strict_14_with_grace_period,f,f,19,0.19
32311231,"Modern, renovated basement in Capitol Hill",19561737,8/6/14,"Lexington, Kentucky, United States",within a few hours,100%,t,Capitol Hill,1,1,t,t,20002,38.89209,-76.98877,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$70.00 ,,,$0.00 ,$65.00 ,1,$0.00 ,2,14,2,2,14,14,2,14,4 days ago,60,51,51,3/4/19,1/13/20,98,10,10,10,10,10,10,f,f,f,moderate,f,f,1,4.75
32313702,Capitol Hill Apartment,150320889,9/12/17,"Washington, District of Columbia, United States",N/A,N/A,f,Capitol Hill,1,1,t,f,20003,38.88609,-76.98768,t,Apartment,Entire home/apt,2,1,1,2,Real Bed,$92.00 ,,,$0.00 ,$80.00 ,1,$0.00 ,6,1125,6,6,1125,1125,6,1125,3 months ago,0,2,2,3/10/19,11/3/19,100,8,8,10,10,10,10,f,f,f,flexible,f,f,1,0.19
32315848,3BD 2.5BA Row Home Near Metro,61291161,3/2/16,"Washington, District of Columbia, United States",within an hour,100%,t,Truxton Circle,0,0,t,f,20001,38.90831,-77.01134,t,Townhouse,Entire home/apt,10,2.5,3,5,Real Bed,$170.00 ,,,$100.00 ,$150.00 ,5,$20.00 ,2,30,2,5,30,30,2,30,3 days ago,35,28,28,7/23/19,1/16/20,98,10,10,10,10,9,10,f,f,f,moderate,f,f,1,4.64
32316033,Madden residential,242380644,2/10/19,US,within a few hours,80%,f,,1,1,t,f,20009,38.92441,-77.03382,f,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$120.00 ,,,,$25.00 ,1,$0.00 ,2,1125,2,2,1125,1125,2,1125,10 months ago,176,11,11,4/2/19,1/2/20,90,9,9,9,9,9,9,f,f,f,flexible,f,f,1,1.13
32318823,Enchanting home away from home,230817996,12/15/18,US,within a few hours,100%,t,Civic Betterment,1,1,t,f,20743,38.87773,-76.93042,t,Loft,Entire home/apt,6,1,2,2,Real Bed,$199.00 ,,,$199.00 ,$75.00 ,6,$5.00 ,2,28,2,2,28,28,2,28,5 days ago,83,24,24,2/25/19,12/15/19,95,10,10,10,10,9,9,t,f,f,strict_14_with_grace_period,f,f,1,2.19
32336769,Home,233351412,12/30/18,"Washington, District of Columbia, United States",N/A,N/A,f,,1,1,t,f,20018,38.94068,-76.97431,f,Apartment,Private room,1,1,0,1,Real Bed,$80.00 ,,,,,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,11 months ago,88,0,0,,,,,,,,,,f,t,f,flexible,f,f,1,
32336782,Hostel Comfort Zone 4,231272898,12/18/18,"Washington, District of Columbia, United States",within an hour,88%,f,Kingman Park,4,4,t,f,20002,38.89764,-76.97073,t,Guesthouse,Shared room,6,1,1,6,Real Bed,$24.00 ,,,$0.00 ,$0.00 ,1,$22.00 ,2,14,2,2,14,14,2,14,5 weeks ago,177,25,25,2/26/19,1/1/20,91,9,9,10,10,9,9,f,f,f,flexible,f,f,4,2.29
32337389,"Cozy 2BD/2BA Apt, rooftop lounge, gym, Downtown DC",241121781,2/4/19,US,within an hour,100%,f,Judiciary Square,5,5,t,f,20001,38.89983,-77.01551,t,Apartment,Entire home/apt,8,2,2,7,Real Bed,$199.00 ,,,$0.00 ,$109.00 ,5,$25.00 ,1,1125,1,1,1125,1125,1,1125,today,34,34,34,3/3/19,1/3/20,88,9,9,9,9,10,9,f,t,f,strict_14_with_grace_period,f,f,5,3.16
32338170,Luxury 2BR Apt in Downtown DC + Free Parking,241121781,2/4/19,US,within an hour,100%,f,Judiciary Square,5,5,t,f,20001,38.90355,-77.0182,t,Apartment,Entire home/apt,6,1,2,6,Real Bed,$279.00 ,,,$0.00 ,$109.00 ,4,$25.00 ,1,1125,1,1,1125,1125,1,1125,today,192,36,36,3/6/19,1/3/20,92,9,9,9,10,10,9,f,t,f,strict_14_with_grace_period,f,f,5,3.38
32338608,✦ MAKE YOURSELF AT HOME ✦ LOCATION // PARKING,242630826,2/12/19,US,N/A,N/A,t,Pleasant Plains,0,0,t,f,20001,38.92427,-77.02631,t,Townhouse,Entire home/apt,8,2.5,3,4,Real Bed,$179.00 ,,,$0.00 ,$96.00 ,4,$20.00 ,1,365,1,4,365,365,2.2,365,4 days ago,4,22,22,2/15/19,7/1/19,100,10,10,10,10,10,10,f,f,f,moderate,f,f,1,1.95
32339473,1870's Rowhouse in Logan Circle,12003362,2/6/14,"Washington, District of Columbia, United States",within a day,100%,f,Logan Circle,2,2,t,f,20001,38.91027,-77.02762,t,Apartment,Entire home/apt,5,1,2,2,Real Bed,$100.00 ,,,,$50.00 ,2,$10.00 ,20,1125,20,20,1125,1125,20,1125,4 weeks ago,207,18,18,3/9/19,11/10/19,92,10,9,10,10,10,10,f,f,f,flexible,f,f,2,1.7
32341970,"Bohemian chic full row-home, shaw/convention cntr",2430045,5/21/12,"Washington, District of Columbia, United States",within an hour,100%,f,Logan Circle,2,2,t,t,20001,38.91369,-77.02673,t,House,Entire home/apt,6,2.5,3,4,Real Bed,$285.00 ,,,"$1,000.00 ",$200.00 ,4,$20.00 ,5,7,5,5,7,7,5,7,4 months ago,0,1,1,2/20/19,2/20/19,100,10,10,10,10,10,10,f,t,f,strict_14_with_grace_period,f,f,2,0.09
32353054,Spacious Bright bedroom and private bathroom,32234118,4/29/15,"Doha, Doha, الدوحة, Ad Dawhah, Ад Дахау, Al-Dawhah, Ad-Dawhah, אדאווחה, अद दावाह, ドーハ, 도하, Addoa, Ad-Dauha, Эд-Доха, Доха, อัดเดาฮะห์, Αντ Ντόχα, 多哈, ⴷⴷⴰ...doh, Qatar",within an hour,100%,f,,2,2,t,t,20002,38.91764,-77.00574,f,Townhouse,Private room,1,1,1,2,Real Bed,$90.00 ,,,,,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,4 weeks ago,30,1,1,1/11/20,1/11/20,,,,,,,,f,t,f,flexible,f,f,1,1
32353389,Hostel Comfort Zone 2,231272898,12/18/18,"Washington, District of Columbia, United States",within an hour,88%,f,Kingman Park,4,4,t,f,20002,38.89679,-76.97276,t,Guesthouse,Shared room,1,2,1,18,Real Bed,$24.00 ,,,$0.00 ,$0.00 ,1,$21.00 ,1,14,1,1,14,14,1,14,yesterday,176,51,51,3/16/19,1/18/20,93,10,9,10,9,9,9,f,f,f,flexible,f,f,4,4.94
32353877,Hostel Comfort Zone 3,231272898,12/18/18,"Washington, District of Columbia, United States",within an hour,88%,f,Kingman Park,4,4,t,f,20002,38.89682,-76.97082,t,Guesthouse,Shared room,4,1,1,4,Real Bed,$25.00 ,,,$0.00 ,$0.00 ,1,$25.00 ,2,14,2,2,14,14,2,14,5 weeks ago,179,6,6,6/8/19,1/3/20,90,10,9,10,10,9,10,f,f,f,flexible,f,f,4,0.8
32353984,Hostel Comfort Zone 1,231272898,12/18/18,"Washington, District of Columbia, United States",within an hour,88%,f,Kingman Park,4,4,t,f,20002,38.89676,-76.97256,t,Guesthouse,Shared room,4,1,1,4,Real Bed,$25.00 ,,,$0.00 ,$0.00 ,1,$23.00 ,1,14,1,1,14,14,1,14,5 weeks ago,169,40,40,4/7/19,1/12/20,91,9,9,10,9,9,9,f,f,f,flexible,f,f,4,4.17
32356259,Stately 3BR Home in NW DC near Georgetown Univ,48005494,11/2/15,"San Francisco, California, United States",within a few hours,100%,t,Potrero Hill,2090,2090,t,t,,38.90988,-77.08329,f,House,Entire home/apt,8,3,3,3,Real Bed,$229.00 ,,,$500.00 ,$520.00 ,1,$0.00 ,30,1125,30,30,1125,1125,30,1125,today,253,1,1,10/31/19,10/31/19,100,8,10,10,10,10,8,f,t,f,strict,f,f,188,0.37
32358982,"❤️Heart Dupont❤️ Best Locale, 40"" TV, 98 Walkscore",487806,4/6/11,"Washington, District of Columbia, United States",within an hour,100%,f,Near Northeast/H Street Corridor,31,31,t,f,20009,38.91372,-77.04297,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$65.00 ,,,$150.00 ,$65.00 ,2,$15.00 ,2,1119,1,3,1119,1119,2.9,1119,today,45,32,32,2/18/19,12/24/19,90,9,9,10,9,10,9,f,f,f,strict_14_with_grace_period,f,f,28,2.86
32361612,Sparrow’s Nest-Historic Capitol Hill,242984873,2/13/19,"Washington, District of Columbia, United States",within an hour,100%,f,Capitol Hill,1,1,t,f,20002,38.89742,-77.00193,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$141.00 ,,,$0.00 ,$80.00 ,1,$0.00 ,2,28,2,2,28,28,2,28,7 weeks ago,359,34,34,2/17/19,1/1/20,95,10,10,10,10,10,9,f,t,f,flexible,f,f,1,3.03
