id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
27982361,5 BEDROOMS! MODEST DC HOME IN UPPER GEORGETOWN,211336583,8/23/18,US,within an hour,100%,f,Glover Park,1,1,t,f,,38.92454,-77.073,Entire house,Entire home/apt,12,,3.5 baths,5,5,$136.00 ,1,21,1,4,21,21,3.5,21,,143,63,32,2,8/25/18,8/26/20,87,9,9,10,10,10,9,f,1,2.56
27991634,Washington DC convenience,75651715,6/3/16,"Washington, District of Columbia, United States",within a day,100%,f,Mount Pleasant,1,1,t,t,"Washington, District of Columbia, United States",38.93264,-77.03694,Entire house,Entire home/apt,5,,2 baths,3,4,$200.00 ,5,150,5,5,150,150,5,150,,90,3,1,0,10/12/18,2/21/20,100,10,10,10,10,10,10,f,1,0.13
28008187,Capitol Hill 2 Bedroom Apartment,197536843,6/23/18,"Washington, District of Columbia, United States",N/A,N/A,f,Capitol Hill,1,1,t,f,"Washington, District of Columbia, United States",38.88983,-76.99246,Entire apartment,Entire home/apt,4,,1 bath,2,2,$190.00 ,3,40,3,3,40,40,3,40,,0,7,0,0,9/10/18,10/21/18,94,9,9,10,9,10,9,t,1,0.29
28011128,Quiet & Private Bed and Bath in Central DC Home,7710584,7/25/13,"Washington, District of Columbia, United States",within an hour,100%,t,Columbia Heights,1,1,t,t,"Washington, District of Columbia, United States",38.9315,-77.03208,Private room in condominium,Private room,2,,1 private bath,1,1,$65.00 ,2,65,2,2,1125,1125,2,1125,,340,111,46,1,10/7/18,8/14/20,98,10,10,10,10,10,10,f,1,4.8
28011711,NoMA - Private Room #1,59253297,2/17/16,"Twin Bridges, California, United States",N/A,N/A,f,Pleasant Plains,11,11,t,t,,38.90589,-77.00594,Private room in apartment,Private room,2,,1 shared bath,1,1,$55.00 ,1,1125,1,1,1125,1125,1,1125,,0,15,0,0,9/3/18,12/15/18,97,9,9,10,10,10,9,f,3,0.62
28012616,Petworth Efficiency Apartment with FREE parking!,5721167,4/1/13,"Washington, District of Columbia, United States",within a day,100%,f,Petworth,1,1,t,f,"Washington, District of Columbia, United States",38.94543,-77.01786,Entire guest suite,Entire home/apt,4,,1 bath,1,1,$76.00 ,5,20,5,5,20,20,5,20,,362,60,11,0,9/2/18,11/30/19,91,9,10,10,10,10,9,f,1,2.47
28012759,Comfortable Guest Suite in DC Row House,9269676,10/6/13,"Washington, District of Columbia, United States",N/A,N/A,t,Near Northeast/H Street Corridor,1,1,t,t,"Washington, District of Columbia, United States",38.90396,-76.99825,Entire guest suite,Entire home/apt,4,,1 bath,1,2,$115.00 ,1,7,1,2,7,7,1.6,7,,0,18,0,0,11/25/18,8/24/19,97,10,10,10,10,10,10,f,1,0.84
28028316,Capitol Hill House,211704363,8/25/18,"Washington, District of Columbia, United States",within an hour,87%,t,Capitol Hill,1,1,t,t,"Washington, District of Columbia, United States",38.89419,-76.99227,Entire townhouse,Entire home/apt,4,,1.5 baths,2,3,$148.00 ,2,90,2,2,1125,1125,2,1125,,59,62,17,1,9/8/18,8/4/20,99,10,10,10,10,10,10,t,1,2.57
28029963,PRO CLEANED! Colonial Glamour on Capitol Hill! PKG,46630199,10/15/15,"Washington, District of Columbia, United States",within an hour,100%,t,Logan Circle,59,59,t,t,"Washington, District of Columbia, United States",38.89168,-76.98741,Entire house,Entire home/apt,5,,2.5 baths,2,2,$195.00 ,3,89,2,7,1125,1125,2.8,1125,,156,53,23,0,10/14/18,7/27/20,95,10,10,10,10,10,9,f,48,2.31
28030381,NoMA - Room Divider Space,59253297,2/17/16,"Twin Bridges, California, United States",N/A,N/A,f,Pleasant Plains,11,11,t,t,,38.90591,-77.00673,Shared room in apartment,Shared room,2,,1 shared bath,1,2,$35.00 ,1,1125,1,1,1125,1125,1,1125,,0,7,0,0,9/8/18,10/28/18,94,10,10,10,10,10,10,f,3,0.29
28034997,Solar powered townhouse for rent,10367964,12/1/13,"Washington, District of Columbia, United States",N/A,N/A,t,Adams Morgan,3,3,t,t,"Washington, District of Columbia, United States",38.91617,-77.04377,Entire townhouse,Entire home/apt,2,,1.5 baths,1,1,$149.00 ,2,14,2,2,14,14,2,14,,0,2,0,0,9/2/18,11/8/18,100,10,10,10,10,10,10,t,3,0.08
28045560,2BR Garden Apt Near Hipster Restaurant Row,8262089,8/19/13,"Washington, District of Columbia, United States",N/A,N/A,f,Columbia Heights,0,0,t,f,"Washington, District of Columbia, United States",38.92754,-77.0274,Entire apartment,Entire home/apt,5,,1 bath,2,3,$95.00 ,2,29,2,2,29,29,2,29,,0,11,2,0,9/3/18,1/19/20,98,10,10,10,10,10,10,f,1,0.45
28057069,Wonderful Apartment - Shaw,59253297,2/17/16,"Twin Bridges, California, United States",N/A,N/A,f,Pleasant Plains,11,11,t,t,,38.91429,-77.02495,Entire apartment,Entire home/apt,5,,2 baths,2,7,$85.00 ,1,1125,1,1,1125,1125,1,1125,,0,94,27,0,9/26/18,2/23/20,92,10,9,9,10,10,9,t,3,4
28059492,"Shared Bedroom w Laid-Back, Island-style Host !",99826729,10/16/16,"Washington, District of Columbia, United States",N/A,N/A,f,Colonial Village,3,3,t,t,"Washington, District of Columbia, United States",38.90296,-76.99623,Shared room in house,Shared room,1,,1.5 shared baths,1,1,$20.00 ,2,60,2,2,60,60,2,60,,0,9,0,0,9/6/18,11/28/18,100,10,10,10,10,10,10,f,1,0.37
28077493,PRIVATE ROOM/BATH IN BASEMENT OF AMAZING ROWHOUSE,157163731,11/2/17,US,N/A,N/A,f,U Street Corridor,1,1,t,f,,38.9155,-77.0358,Private room in townhouse,Private room,2,,3.5 baths,1,2,$90.00 ,28,90,28,28,90,90,28,90,,0,0,0,0,,,,,,,,,,t,1,
28086005,"Harlem on 46th. Cozy, living space & private entry",43380200,9/4/15,"Washington, District of Columbia, United States",N/A,N/A,f,Benning Heights,1,1,t,f,"Washington, District of Columbia, United States",38.89114,-76.93657,Private room in house,Private room,2,,1 private bath,1,1,$48.00 ,4,30,4,4,30,30,4,30,,88,8,2,0,8/30/18,11/14/19,91,10,9,10,10,9,9,f,1,0.33
28096204,brand new 1 bedroom private bath quiet,112002129,1/17/17,"Washington, District of Columbia, United States",N/A,N/A,f,,1,1,t,f,"Washington, District of Columbia, United States",38.89892,-76.95255,Private room in townhouse,Private room,1,,1 private bath,1,1,$65.00 ,1,1125,1,1,1125,1125,1,1125,,0,0,0,0,,,,,,,,,,f,1,
28105684,VIDI,54967061,1/17/16,,N/A,N/A,f,Cleveland Park,1,1,t,f,,38.93525,-77.07359,Entire apartment,Entire home/apt,3,,2 baths,2,1,$98.00 ,40,120,40,40,120,120,40,120,,0,0,0,0,,,,,,,,,,f,1,
28122321,Spacious 1 Bedroom in the heart of DC's finest,94346326,9/9/16,"Washington, District of Columbia, United States",N/A,N/A,f,Dupont Circle,1,1,t,f,,38.91556,-77.043,Entire condominium,Entire home/apt,2,,1 bath,1,1,$125.00 ,2,14,2,2,1125,1125,2,1125,,0,16,3,0,9/9/18,11/11/19,97,10,9,9,10,10,10,f,1,0.66
28125608,Studio in luxury building @ heart of DC,208037775,8/7/18,"Washington, District of Columbia, United States",a few days or more,40%,f,Logan Circle,1,1,t,t,,38.90597,-77.03314,Entire apartment,Entire home/apt,3,,1 bath,1,2,$90.00 ,10,40,10,10,40,40,10,40,,29,10,5,0,9/13/18,11/10/19,89,10,8,10,9,9,8,f,1,0.42
28126400,Stylish & Modern Apartment in Historic Neighborhood,7956327,8/5/13,"Washington, District of Columbia, United States",within an hour,100%,t,Bloomingdale,1,1,t,t,"Washington, District of Columbia, United States",38.91789,-77.01305,Entire apartment,Entire home/apt,3,,1 bath,1,1,$111.00 ,3,29,2,3,1125,1125,3,1125,,138,131,52,2,9/12/18,8/17/20,100,,,,,,,t,1,5.47
28133728,Unique Experience,20796158,9/1/14,"Arlington, Virginia, United States",within a few hours,100%,t,,2,2,t,f,,38.87388,-76.99967,Boat,Entire home/apt,6,,1 bath,2,5,$199.00 ,2,28,2,2,28,28,2,28,,332,30,4,0,10/3/18,11/17/19,96,9,10,10,10,9,9,f,1,1.29
28134094,The Bee Hive,75923511,6/5/16,"Washington, District of Columbia, United States",N/A,N/A,f,Navy Yard,1,1,t,t,,38.8776,-77.00064,Private room in townhouse,Private room,2,,1 private bath,1,1,$150.00 ,1,1125,1,1,1125,1125,1,1125,,27,7,0,0,9/8/18,12/6/18,100,10,10,10,10,10,10,f,1,0.29
28137320,Loft @ Harvard Street,37085756,6/29/15,"Washington, District of Columbia, United States",within a day,83%,f,Columbia Heights,2,2,t,t,,38.92584,-77.03354,Entire loft,Entire home/apt,5,,2 baths,2,2,$210.00 ,7,1125,7,7,1125,1125,7,1125,,364,3,0,0,11/23/18,4/28/19,87,8,9,10,10,10,9,f,2,0.14
28148223,"Washington, DC basement apt. Close to metro and AU",212612598,8/30/18,"Washington, District of Columbia, United States",N/A,N/A,t,Friendship Heights,1,1,t,t,"Washington, District of Columbia, United States",38.95864,-77.08352,Entire guest suite,Entire home/apt,3,,1 bath,1,2,$85.00 ,3,1125,3,3,1125,1125,3,1125,,0,45,15,0,10/3/18,3/16/20,99,10,10,10,10,10,10,t,1,1.93
28149797,Capitol Hill Private Guest Suite,28720567,3/3/15,"Washington, District of Columbia, United States",N/A,N/A,f,Capitol Hill,1,1,t,t,"Washington, District of Columbia, United States",38.89628,-76.98736,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$99.00 ,2,1125,2,2,1125,1125,2,1125,,0,14,0,0,9/29/18,5/8/19,98,10,10,10,10,10,10,f,1,0.6
28154722,DC Row home - private apt by Rock Creek,94568899,9/11/16,"Washington, District of Columbia, United States",within an hour,100%,t,16th Street Heights,1,1,t,t,,38.94099,-77.03441,Entire house,Entire home/apt,3,,1 bath,1,2,$87.00 ,2,1125,2,2,1125,1125,2,1125,,153,68,10,1,9/19/18,8/29/20,98,10,10,10,10,10,10,f,2,2.87
28155581,PRO CLEANED! Prime Location Capitol Hill-Pking x2!,46630199,10/15/15,"Washington, District of Columbia, United States",within an hour,100%,t,Logan Circle,59,59,t,t,"Washington, District of Columbia, United States",38.90025,-77.00248,Entire house,Entire home/apt,7,,1.5 baths,3,4,$255.00 ,3,89,2,7,89,89,2.8,89,,140,76,29,0,9/26/18,3/16/20,98,10,10,10,10,10,10,t,48,3.23
28155832,Sunny basement bedroom + private bath & entrance.,212665168,8/30/18,"Washington, District of Columbia, United States",N/A,N/A,f,,1,1,t,f,,38.94528,-77.02462,Private room in house,Private room,1,,1 private bath,1,1,$70.00 ,1,2,1,1,2,2,1,2,,0,1,1,0,9/15/19,9/15/19,100,8,10,10,10,10,10,f,1,0.09
28159863,Historic Capitol Hill Home,174011509,2/18/18,"Washington, District of Columbia, United States",within an hour,100%,t,Capitol Hill,1,1,t,t,"Washington, District of Columbia, United States",38.89172,-76.99801,Entire apartment,Entire home/apt,2,,1 bath,1,2,$96.00 ,3,93,3,3,93,93,3,93,,151,73,17,0,10/13/18,12/12/19,99,10,10,10,10,10,10,t,1,3.18
28160365,Sunny private place with awesome location,2363381,5/13/12,"Washington, District of Columbia, United States",N/A,N/A,f,Columbia Heights,1,1,t,t,"Washington, District of Columbia, United States",38.92599,-77.03353,Entire condominium,Entire home/apt,4,,1 bath,1,3,$65.00 ,6,1125,6,6,1125,1125,6,1125,,0,6,0,0,10/29/18,8/22/19,93,10,9,10,10,10,10,f,1,0.27
28160590,Peaceful Retreat in DC Rowhouse,57804979,2/7/16,"Washington, District of Columbia, United States",N/A,N/A,f,,3,3,t,t,,38.89288,-76.95415,Private room in townhouse,Private room,1,,1 shared bath,1,1,$50.00 ,1,1125,1,1,1125,1125,1,1125,,0,5,0,0,9/25/18,10/28/18,96,10,10,10,10,7,10,t,2,0.21
28176850,Private Apartment w/Kitchen & Bathroom,22801245,10/21/14,"Washington, District of Columbia, United States",within an hour,100%,t,Petworth,2,2,t,t,"Washington, District of Columbia, United States",38.9564,-77.0186,Private room in house,Private room,2,,1 private bath,1,1,$40.00 ,1,1125,1,1,1125,1125,1,1125,,188,2,1,0,5/7/19,2/11/20,100,10,10,10,10,10,10,f,5,0.12
28180978,Great Location.Spacious.Newly Renovated.2x Parking,207573176,8/5/18,"Washington, District of Columbia, United States",within an hour,100%,t,16th Street Heights,1,1,t,t,"Washington, District of Columbia, United States",38.94289,-77.03501,Entire house,Entire home/apt,6,,2.5 baths,2,4,$225.00 ,4,27,4,4,1125,1125,4,1125,,78,47,19,1,9/22/18,8/6/20,100,10,10,10,10,10,10,f,1,1.99
28181877,Tenleytown Apartment - close to metro,23535310,11/9/14,"Washington, District of Columbia, United States",a few days or more,0%,t,Friendship Heights,1,1,t,t,"Washington, District of Columbia, United States",38.95673,-77.08937,Entire apartment,Entire home/apt,2,,1 bath,1,1,$100.00 ,3,60,3,3,60,60,3,60,,0,5,2,0,7/14/19,4/11/20,100,10,9,10,10,10,10,f,1,0.36
28184353,Spacious & Bright Northeast DC Basement Suite,11553496,1/22/14,"Washington, District of Columbia, United States",N/A,N/A,t,Woodridge,1,1,t,f,"Washington, District of Columbia, United States",38.9329,-76.97135,Entire guest suite,Entire home/apt,3,,1 bath,1,1,$71.00 ,3,10,3,3,10,10,3,10,,0,48,15,0,9/23/18,3/13/20,100,10,10,10,10,10,10,t,1,2.03
28201661,"PRIVATE DC APT | WALK TO METRO, DUPONT & LOGAN",213005176,9/1/18,US,within an hour,92%,t,Logan Circle,1,1,t,f,,38.90783,-77.03536,Entire apartment,Entire home/apt,4,,1 bath,1,2,$82.00 ,1,21,1,4,21,21,3.5,21,,122,152,69,5,9/3/18,8/22/20,99,10,10,10,10,10,10,f,1,6.26
28205073,Crestwood Manor 1BR 1BA Private Apt Park Sleeps 4,213005543,9/1/18,US,N/A,N/A,t,,1,1,t,f,"Washington, District of Columbia, United States",38.93972,-77.03516,Entire apartment,Entire home/apt,4,,1 bath,1,1,$108.00 ,2,1125,2,2,1125,1125,2,1125,,0,70,27,0,10/7/18,3/14/20,97,10,10,10,10,10,10,t,1,3.03
28219027,"New, beautiful one-bedroom garden apartment",25134806,12/23/14,"Washington, District of Columbia, United States",N/A,N/A,f,,1,1,t,t,"Washington, District of Columbia, United States",38.9129,-77.0124,Entire apartment,Entire home/apt,2,,1 bath,1,1,$89.00 ,2,60,2,2,60,60,2,60,,28,101,36,0,9/5/18,5/23/20,98,10,10,10,10,10,10,f,1,4.17
28219170,"English Basement with laundry, walk to metro",54268690,1/11/16,"Washington, District of Columbia, United States",N/A,N/A,f,,1,1,t,t,"Washington, District of Columbia, United States",38.95502,-77.01108,Entire guest suite,Entire home/apt,4,,1 bath,,2,$65.00 ,2,1125,2,2,1125,1125,2,1125,,0,21,0,0,9/9/18,5/20/19,96,10,10,10,10,9,10,f,1,0.87
28227027,★Modern 2 BR Condo 5 min to Metro 1 Stop to U St.★,43721722,9/8/15,"Washington, District of Columbia, United States",within an hour,100%,f,Columbia Heights,1,1,t,t,"Washington, District of Columbia, United States",38.93171,-77.03181,Entire condominium,Entire home/apt,6,,2 baths,2,2,$191.00 ,2,1125,2,2,1125,1125,2,1125,,231,10,3,0,2/18/19,7/5/20,96,10,9,9,10,10,9,f,1,0.54
28242044,"Cozy rooms for interns, students & professionals",315148,12/10/10,"Washington, District of Columbia, United States",within an hour,96%,f,Bloomingdale,47,47,t,f,"Washington, District of Columbia, United States",38.93807,-77.02335,Private room in apartment,Private room,1,,2 shared baths,1,1,$39.00 ,3,250,3,3,250,250,3,250,,178,4,2,0,6/4/19,5/29/20,87,9,7,10,9,10,9,f,27,0.26
28246200,Sunny Capitol Hill 2nd Floor Condo with Balcony,15834830,5/21/14,"Washington, District of Columbia, United States",N/A,N/A,f,Kingman Park,1,1,t,f,"Washington, District of Columbia, United States",38.89404,-76.98472,Entire condominium,Entire home/apt,2,,1 bath,1,1,$105.00 ,3,6,3,3,6,6,3,6,,0,5,0,0,10/29/18,11/19/18,100,10,10,10,10,10,10,t,1,0.22
28253557,Adams Morgan One Bedroom Retreat,213398164,9/3/18,"Washington, District of Columbia, United States",within an hour,100%,t,Adams Morgan,1,1,t,f,"Washington, District of Columbia, United States",38.92019,-77.03957,Entire apartment,Entire home/apt,4,,1 bath,1,2,$100.00 ,1,30,1,1,1125,1125,1,1125,,55,223,86,0,9/17/18,5/27/20,100,10,10,10,10,10,10,t,1,9.37
28257191,GREAT NEW 2 BR  DC's HOTTEST NEIGHBORHOOD/Parking,143780236,8/1/17,US,within a few hours,90%,t,U Street Corridor,2,2,t,t,"Washington, District of Columbia, United States",38.91421,-77.03518,Entire apartment,Entire home/apt,5,,1 bath,2,4,$179.00 ,2,60,2,2,1125,1125,2,1125,,175,76,27,2,9/16/18,8/10/20,97,10,10,10,9,10,9,t,2,3.19
28271234,"HUGE  3/5 BR Gorgeous Row Home, Parking, CAC, Wifi",1421484,11/18/11,"Washington, District of Columbia, United States",within an hour,99%,f,Lamond Riggs,4,4,t,t,"Washington, District of Columbia, United States",38.95307,-77.02092,Entire townhouse,Entire home/apt,8,,1.5 baths,3,5,$135.00 ,2,1125,2,2,1125,1125,2,1125,,353,67,21,0,9/23/18,7/26/20,98,10,9,10,10,10,10,t,4,2.84
28273187,1 Bedroom Apartment in NOMA,92543922,8/29/16,"Washington, District of Columbia, United States",within a few hours,100%,t,Near Northeast/H Street Corridor,1,1,t,f,"Washington, District of Columbia, United States",38.90317,-76.99531,Entire apartment,Entire home/apt,4,,1 bath,1,3,$124.00 ,2,1125,2,2,1125,1125,2,1125,,179,43,10,0,9/30/18,3/16/20,98,10,10,10,10,10,10,f,1,1.84
28274609,Modern Luxury Cap Hill Row Home on Trolley Line,71156900,5/9/16,"Washington, District of Columbia, United States",N/A,N/A,f,Near Northeast/H Street Corridor,0,0,t,t,,38.89998,-76.99203,Entire townhouse,Entire home/apt,4,,2.5 baths,3,2,$200.00 ,5,1125,5,5,1125,1125,5,1125,,88,0,0,0,,,,,,,,,,f,1,
28282457,SUPERCLEAN BacholerSuite on Capitol Hill near H st,69203193,4/27/16,"Washington, District of Columbia, United States",within an hour,100%,f,Near Northeast/H Street Corridor,29,29,t,t,"Washington, District of Columbia, United States",38.89855,-76.98895,Entire house,Entire home/apt,2,,1 bath,,1,$60.00 ,30,1125,30,30,1125,1125,30,1125,,257,26,3,0,9/13/18,7/16/20,92,10,9,10,10,10,9,t,22,1.09
28290489,"Luxury Bed & bath, with private entrance + balcony",213263959,9/3/18,"Washington, District of Columbia, United States",within an hour,100%,t,Petworth,1,1,t,f,"Washington, District of Columbia, United States",38.9465,-77.02594,Private room in house,Private room,2,,1 private bath,1,1,$64.00 ,2,1125,2,2,1125,1125,2,1125,,166,36,12,0,9/28/18,3/10/20,97,10,10,10,10,9,10,t,1,1.54
28303977,"Historic private suite, 10 min walk to Georgetown",9286163,10/7/13,"Washington, District of Columbia, United States",within a day,50%,f,Glover Park,5,5,t,t,"Washington, District of Columbia, United States",38.92166,-77.07628,Private room in townhouse,Private room,3,,1 shared bath,1,1,$99.00 ,1,31,1,1,31,31,1,31,,365,74,17,0,10/10/18,3/29/20,94,10,9,10,10,10,9,t,5,3.21
28304179,"Cleveland Park Oasis, at Red Line Metro",17325395,6/27/14,"Washington, District of Columbia, United States",within an hour,100%,t,Cleveland Park,1,1,t,t,"Washington, District of Columbia, United States",38.93784,-77.06535,Entire apartment,Entire home/apt,4,,1 bath,1,2,$100.00 ,2,28,2,2,1125,1125,2,1125,,159,53,23,1,12/7/18,8/7/20,98,10,10,10,10,10,10,t,1,2.51
28316665,The Red Sunset( Female Only),200421571,7/6/18,"Washington, District of Columbia, United States",within an hour,80%,f,,2,2,t,t,"Washington, District of Columbia, United States",38.92613,-77.02628,Private room in townhouse,Private room,2,,1 shared bath,2,1,$50.00 ,2,7,2,2,7,7,2,7,,30,12,1,0,9/12/18,10/28/19,90,9,9,10,10,10,9,t,2,0.5
28336119,"Clean and fresh apartment, close to all things",105711806,11/30/16,"Washington, District of Columbia, United States",within an hour,98%,f,Kingman Park,5,5,t,f,"Washington, District of Columbia, United States",38.89756,-76.97756,Entire apartment,Entire home/apt,4,,1 bath,1,1,$55.00 ,3,30,3,3,1125,1125,3,1125,,340,78,27,1,9/23/18,8/9/20,93,10,9,10,10,9,9,t,5,3.3
28387345,Capitol Hill Barracks Row Townhouse,819525,7/14/11,"Washington, District of Columbia, United States",within an hour,100%,t,Capitol Hill,2,2,t,t,,38.88,-76.99627,Entire house,Entire home/apt,4,,1 bath,2,2,$92.00 ,1,28,1,1,28,28,1,28,,215,133,73,6,9/23/18,8/16/20,96,10,10,10,10,10,9,f,1,5.64
28388103,D.c. Single family home,214318656,9/8/18,US,N/A,N/A,f,,1,1,t,f,,38.87981,-76.9343,Private room in house,Private room,2,,1 shared bath,3,2,$26.00 ,1,1125,1,1,1125,1125,1,1125,,0,0,0,0,,,,,,,,,,t,1,
28388898,"Private room w/ bathroom, cable TV, wifi, & ref.",214326065,9/8/18,"Washington, District of Columbia, United States",within an hour,100%,f,,1,1,t,t,"Washington, District of Columbia, United States",38.90082,-76.95123,Private room in townhouse,Private room,2,,1 private bath,1,1,$39.00 ,3,15,3,3,15,15,3,15,,122,64,25,0,10/24/18,3/11/20,96,10,9,10,10,9,10,t,1,2.83
28403842,Comfy-New Renovated Lower Level near Capitol Hill,60541151,2/26/16,"Phoenix, Arizona, United States",within an hour,100%,t,Anacostia,1,1,t,t,"Washington, District of Columbia, United States",38.86523,-76.98033,Entire house,Entire home/apt,3,,1 bath,1,1,$54.00 ,2,29,2,2,29,29,2,29,,159,39,0,0,11/24/18,8/24/19,93,9,10,10,10,9,9,f,1,1.81
28403917,Washington DC Convention Center Area Apt Room #1,208747065,8/10/18,United States,within an hour,89%,f,Shaw,9,9,t,t,"Washington, District of Columbia, United States",38.91014,-77.0213,Private room in apartment,Private room,2,,1 private bath,1,0,$60.00 ,2,720,2,2,720,720,2,720,,362,24,7,0,10/17/18,3/4/20,94,10,10,9,9,10,10,t,7,1.05
28434873,The Sunflower Room (Female Only),200421571,7/6/18,"Washington, District of Columbia, United States",within an hour,80%,f,,2,2,t,t,"Washington, District of Columbia, United States",38.912,-77.0323,Private room in guesthouse,Private room,1,,1 bath,1,1,$50.00 ,2,7,2,2,7,7,2,7,,179,33,13,0,10/1/18,1/17/20,90,9,8,10,10,9,9,t,2,1.41
28440966,☆ Everything you need close to Capitol Hill ☆,214707451,9/10/18,US,N/A,N/A,t,Capitol Hill,1,1,t,f,,38.89331,-76.98662,Entire apartment,Entire home/apt,2,,1 bath,1,2,$165.00 ,2,365,2,2,365,365,2,365,,73,55,0,0,9/12/18,8/21/19,97,10,10,10,10,10,9,f,1,2.29
28456604,BUDGET BUNK-MIXED-Top Bunk #1,177578477,3/9/18,"Washington, District of Columbia, United States",within an hour,100%,f,Trinidad,16,16,t,t,"Washington, District of Columbia, United States",38.90522,-76.98631,Shared room in apartment,Shared room,1,,1 shared bath,1,1,$30.00 ,5,180,5,5,180,180,5,180,,180,8,1,0,9/23/18,9/10/19,93,10,9,10,10,10,10,f,16,0.34
28458316,Master Bedroom in historic DC minutes from Capitol,43961276,9/11/15,"Washington, District of Columbia, United States",N/A,N/A,f,Edgewood,1,1,t,t,,38.92049,-77.00148,Private room in townhouse,Private room,2,,1.5 shared baths,1,1,$50.00 ,1,7,1,1,7,7,1,7,,0,2,0,0,9/12/18,10/5/18,100,10,10,10,10,10,10,f,1,0.08
28458923,Large private bedroom in Shaw,44179123,9/14/15,"Arlington, Virginia, United States",N/A,N/A,f,Mount Vernon Square,2,2,t,t,,38.90516,-77.01735,Private room in condominium,Private room,2,,1 private bath,1,1,$50.00 ,1,3,1,1,3,3,1,3,,0,34,0,0,9/20/18,12/28/18,99,10,10,10,10,10,10,f,2,1.43
28480971,Washington Guest Suite,169664944,1/24/18,US,N/A,N/A,f,Langdon,3,3,t,t,,38.92334,-76.97503,Private room in guest suite,Private room,2,,2 shared baths,1,1,$29.00 ,2,365,2,2,365,365,2,365,,0,12,6,0,11/15/18,3/15/20,87,9,8,10,10,9,9,f,3,0.55
28481426,Milton's Place,179956839,3/22/18,US,within an hour,100%,f,Columbia Heights,2,2,t,f,"Washington, District of Columbia, United States",38.93666,-77.03241,Private room in house,Private room,2,,1 private bath,1,1,$62.00 ,1,365,1,1,1125,1125,1,1125,,333,39,23,1,12/4/18,8/1/20,90,10,9,10,10,9,9,t,2,1.84
28484136,Beautiful in Bloomingdale with Parking,58494674,2/12/16,"Washington, District of Columbia, United States",within a few hours,100%,t,,1,1,t,t,"Washington, District of Columbia, United States",38.91761,-77.01208,Entire townhouse,Entire home/apt,8,,3 baths,4,6,$289.00 ,3,1125,3,3,1125,1125,3,1125,,88,6,3,0,1/27/19,3/19/20,100,10,10,10,10,10,10,t,1,0.31
28493426,Very Nice Modern 2 Bedroom Apt with Outdoor Patio,113851583,1/29/17,"Washington, District of Columbia, United States",within an hour,100%,t,Marshall Heights,1,1,t,t,,38.88575,-76.92893,Entire apartment,Entire home/apt,6,,1 bath,2,2,$143.00 ,2,31,2,2,1125,1125,2,1125,,266,50,34,3,10/21/18,8/24/20,96,10,9,10,10,9,9,t,1,2.2
28494518,Clean and fresh Basement apt. w/deck,105711806,11/30/16,"Washington, District of Columbia, United States",within an hour,98%,f,Kingman Park,5,5,t,f,"Washington, District of Columbia, United States",38.89723,-76.97103,Entire guest suite,Entire home/apt,2,,1 bath,,1,$51.00 ,2,30,2,2,1125,1125,2,1125,,236,80,35,3,11/4/18,8/15/20,89,10,9,10,10,9,9,t,5,3.6
28500848,Private Bedroom#3 @123 in  Trendy Bloomingdale,102274654,11/2/16,"Washington, District of Columbia, United States",within an hour,100%,f,Truxton Circle,6,6,t,t,"Washington, District of Columbia, United States",38.91311,-77.0136,Private room in townhouse,Private room,1,,1 shared bath,1,1,$35.00 ,1,7,1,1,7,7,1,7,,27,79,30,0,10/24/18,7/13/20,94,10,10,10,10,9,10,f,6,3.5
28522288,Private Bed+Bath near Convention Center,38658582,7/16/15,"Washington, District of Columbia, United States",within a day,100%,t,Eckington,1,1,t,t,"Washington, District of Columbia, United States",38.91765,-77.00419,Private room in townhouse,Private room,2,,1 private bath,1,1,$46.00 ,2,1125,2,3,1125,1125,2.1,1125,,0,109,31,0,9/30/18,3/13/20,99,10,10,10,10,9,10,f,1,4.66
28523443,Comfortable Studio - Near To Dupont Circle!,148315026,8/30/17,GE,N/A,N/A,f,Kalorama,1,1,t,t,,38.91186,-77.0493,Entire apartment,Entire home/apt,2,,1 bath,,1,$56.00 ,5,6,5,5,6,6,5,6,,0,0,0,0,,,,,,,,,,t,1,
28531929,"Quaint U Street 1BR w/ Gym, walk to metro by Blueground",107434423,12/16/16,"New York, New York, United States",within an hour,100%,f,Cambridge,1183,1183,t,t,"Washington, District of Columbia, United States",38.91734,-77.0306,Entire apartment,Entire home/apt,2,,1 bath,1,1,$143.00 ,30,1125,30,730,1125,1125,708.3,1125,,360,1,0,0,12/14/18,12/14/18,100,10,10,6,8,10,6,t,138,0.05
